model,provider,question_id,passage_id,format,run,expected_answer,extracted_answer,is_correct,success,error,duration_seconds,input_tokens,output_tokens
qwen3-max,alibaba,Q-140,P-016,abc,2,1,4,False,True,,2.4743549823760986,754,6
qwen3-max,alibaba,Q-141,P-016,abc,2,1,1,True,True,,1.9535801410675049,713,6
qwen3-max,alibaba,Q-142,P-016,abc,2,3,2,False,True,,3.2912869453430176,732,6
qwen3-max,alibaba,Q-143,P-016,abc,2,3,3,True,True,,2.474497079849243,690,6
qwen3-max,alibaba,Q-144,P-016,abc,2,1,4,False,True,,2.0669238567352295,771,6
qwen3-max,alibaba,Q-145,P-017,abc,2,8,5,False,True,,3.885645866394043,705,6
qwen3-max,alibaba,Q-146,P-017,abc,2,15,10,False,True,,3.5213449001312256,705,7
qwen3-max,alibaba,Q-147,P-017,abc,2,A4,A4,True,True,,3.9126179218292236,734,7
qwen3-max,alibaba,Q-148,P-017,abc,2,B2,"B,1",False,True,,1.9932453632354736,715,8
qwen3-max,alibaba,Q-149,P-017,abc,2,1,4,False,True,,2.1327600479125977,758,6
qwen3-max,alibaba,Q-150,P-017,abc,2,3,3,True,True,,2.4872801303863525,717,6
qwen3-max,alibaba,Q-151,P-017,abc,2,5,0,False,True,,2.0618882179260254,736,6
qwen3-max,alibaba,Q-152,P-017,abc,2,1,2,False,True,,4.111192226409912,694,6
qwen3-max,alibaba,Q-153,P-017,abc,2,1,4,False,True,,1.8360671997070312,775,6
qwen3-max,alibaba,Q-154,P-018,abc,2,2,0,False,True,,2.0842788219451904,677,6
qwen3-max,alibaba,Q-155,P-018,abc,2,7,7,True,True,,4.187443256378174,677,6
qwen3-max,alibaba,Q-156,P-018,abc,2,A5,C5,False,True,,1.8203027248382568,706,7
qwen3-max,alibaba,Q-157,P-018,abc,2,D#2,D#1,False,True,,4.824763059616089,687,8
qwen3-max,alibaba,Q-158,P-018,abc,2,1,2,False,True,,4.168723106384277,730,6
qwen3-max,alibaba,Q-159,P-018,abc,2,1,1,True,True,,1.9227700233459473,689,6
qwen3-max,alibaba,Q-160,P-018,abc,2,9,17,False,True,,1.998486042022705,708,7
qwen3-max,alibaba,Q-161,P-018,abc,2,3,5,False,True,,2.770094871520996,666,6
qwen3-max,alibaba,Q-162,P-018,abc,2,1,2,False,True,,1.8575189113616943,747,6
qwen3-max,alibaba,Q-163,P-019,abc,2,10,10,True,True,,2.4094431400299072,695,7
qwen3-max,alibaba,Q-164,P-019,abc,2,6,6,True,True,,1.9753248691558838,695,6
qwen3-max,alibaba,Q-165,P-019,abc,2,C5,C5,True,True,,2.1572859287261963,724,7
qwen3-max,alibaba,Q-166,P-019,abc,2,D4,D2,False,True,,1.8732988834381104,705,7
qwen3-max,alibaba,Q-167,P-019,abc,2,1,4,False,True,,1.850036859512329,748,6
qwen3-max,alibaba,Q-168,P-019,abc,2,2,2,True,True,,2.266174077987671,707,6
qwen3-max,alibaba,Q-169,P-019,abc,2,11,10,False,True,,1.6877429485321045,726,7
qwen3-max,alibaba,Q-170,P-019,abc,2,2,3,False,True,,2.2451391220092773,684,6
qwen3-max,alibaba,Q-171,P-019,abc,2,0.5,0,False,True,,1.864530086517334,765,6
qwen3-max,alibaba,Q-172,P-020,abc,2,8,8,True,True,,2.0600461959838867,670,6
qwen3-max,alibaba,Q-173,P-020,abc,2,5,6,False,True,,2.0684001445770264,670,6
qwen3-max,alibaba,Q-174,P-020,abc,2,B4,B4,True,True,,2.0126991271972656,699,7
qwen3-max,alibaba,Q-175,P-020,abc,2,C4,C2,False,True,,2.7992758750915527,680,7
qwen3-max,alibaba,Q-176,P-020,abc,2,1.5,1.5,True,True,,1.9999399185180664,723,8
qwen3-max,alibaba,Q-177,P-020,abc,2,3,3,True,True,,2.006127119064331,682,6
qwen3-max,alibaba,Q-178,P-020,abc,2,13,12,False,True,,1.8848419189453125,701,7
qwen3-max,alibaba,Q-179,P-020,abc,2,0,0,True,True,,2.3052408695220947,659,6
qwen3-max,alibaba,Q-180,P-020,abc,2,0.25,0.25,True,True,,1.5737860202789307,740,9
qwen3-max,alibaba,Q-181,P-021,abc,2,4,5,False,True,,1.9408247470855713,678,6
qwen3-max,alibaba,Q-182,P-021,abc,2,16,16,True,True,,1.8945198059082031,678,7
qwen3-max,alibaba,Q-183,P-021,abc,2,E5,E5,True,True,,4.6891679763793945,707,7
qwen3-max,alibaba,Q-184,P-021,abc,2,E3,C2,False,True,,1.6911900043487549,688,7
qwen3-max,alibaba,Q-185,P-021,abc,2,2,2,True,True,,1.6247432231903076,731,6
qwen3-max,alibaba,Q-186,P-021,abc,2,3,3,True,True,,2.000901937484741,690,6
qwen3-max,alibaba,Q-187,P-021,abc,2,11,0,False,True,,2.138618230819702,709,6
qwen3-max,alibaba,Q-188,P-021,abc,2,1,5,False,True,,2.434404134750366,667,6
qwen3-max,alibaba,Q-189,P-021,abc,2,1,1,True,True,,2.8164360523223877,748,6
qwen3-max,alibaba,Q-190,P-022,abc,2,20,5,False,True,,2.3411169052124023,727,6
qwen3-max,alibaba,Q-191,P-022,abc,2,7,8,False,True,,1.818605661392212,727,6
qwen3-max,alibaba,Q-192,P-022,abc,2,E4,E5,False,True,,2.3457069396972656,756,7
qwen3-max,alibaba,Q-193,P-022,abc,2,F2,"F,,2",True,True,,3.3851048946380615,737,8
qwen3-max,alibaba,Q-194,P-022,abc,2,1,4,False,True,,1.977496862411499,780,6
qwen3-max,alibaba,Q-195,P-022,abc,2,3,3,True,True,,2.059173107147217,739,6
qwen3-max,alibaba,Q-196,P-022,abc,2,2,5,False,True,,2.0958688259124756,758,6
qwen3-max,alibaba,Q-197,P-022,abc,2,1,1,True,True,,1.8367090225219727,716,6
qwen3-max,alibaba,Q-198,P-022,abc,2,0.5,0,False,True,,1.9357199668884277,797,6
qwen3-max,alibaba,Q-199,P-023,abc,2,0,0,True,True,,1.6946792602539062,654,6
qwen3-max,alibaba,Q-200,P-023,abc,2,4,4,True,True,,2.732931613922119,654,6
qwen3-max,alibaba,Q-201,P-023,abc,2,D5,D5,True,True,,2.301547050476074,683,7
qwen3-max,alibaba,Q-202,P-023,abc,2,N/A,N/A,True,True,,2.4807350635528564,664,7
qwen3-max,alibaba,Q-203,P-023,abc,2,0.5,1,False,True,,1.8565030097961426,707,6
qwen3-max,alibaba,Q-204,P-023,abc,2,N/A,0,False,True,,2.2770071029663086,666,6
qwen3-max,alibaba,Q-205,P-023,abc,2,5,5,True,True,,1.6554057598114014,685,6
qwen3-max,alibaba,Q-206,P-023,abc,2,1,1,True,True,,1.7273550033569336,643,6
qwen3-max,alibaba,Q-207,P-023,abc,2,N/A,2,False,True,,2.197632074356079,724,6
qwen3-max,alibaba,Q-208,P-024,abc,2,16,16,True,True,,2.062750816345215,692,7
qwen3-max,alibaba,Q-209,P-024,abc,2,7,10,False,True,,2.066240072250366,692,7
qwen3-max,alibaba,Q-210,P-024,abc,2,A4,A4,True,True,,3.087874174118042,721,7
qwen3-max,alibaba,Q-211,P-024,abc,2,D2,"D,,,",False,True,,2.0622692108154297,702,8
qwen3-max,alibaba,Q-212,P-024,abc,2,1,4,False,True,,1.6113479137420654,745,6
qwen3-max,alibaba,Q-213,P-024,abc,2,4,3,False,True,,1.9417150020599365,704,6
qwen3-max,alibaba,Q-214,P-024,abc,2,9,17,False,True,,2.4393231868743896,723,7
qwen3-max,alibaba,Q-215,P-024,abc,2,1,2,False,True,,1.86393404006958,681,6
qwen3-max,alibaba,Q-216,P-024,abc,2,0.25,1,False,True,,1.8575592041015625,762,6
qwen3-max,alibaba,Q-217,P-025,abc,2,8,6,False,True,,1.8598167896270752,671,6
qwen3-max,alibaba,Q-218,P-025,abc,2,9,7,False,True,,2.2669360637664795,671,6
qwen3-max,alibaba,Q-219,P-025,abc,2,A4,A4,True,True,,2.4265730381011963,700,7
qwen3-max,alibaba,Q-220,P-025,abc,2,E3,A2,False,True,,2.04252290725708,681,7
qwen3-max,alibaba,Q-221,P-025,abc,2,0.75,2,False,True,,2.9146361351013184,724,6
qwen3-max,alibaba,Q-222,P-025,abc,2,5,4,False,True,,1.8780231475830078,683,6
qwen3-max,alibaba,Q-223,P-025,abc,2,3,0,False,True,,2.5813369750976562,702,6
qwen3-max,alibaba,Q-224,P-025,abc,2,0,0,True,True,,1.9775927066802979,660,6
qwen3-max,alibaba,Q-225,P-025,abc,2,0.25,2,False,True,,2.24160099029541,741,6
qwen3-max,alibaba,Q-226,P-026,abc,2,8,7,False,True,,1.7451720237731934,681,6
qwen3-max,alibaba,Q-227,P-026,abc,2,12,12,True,True,,1.88651704788208,681,7
qwen3-max,alibaba,Q-228,P-026,abc,2,F#5,F5,False,True,,2.0177319049835205,710,7
qwen3-max,alibaba,Q-229,P-026,abc,2,D3,D2,False,True,,2.029553174972534,691,7
qwen3-max,alibaba,Q-230,P-026,abc,2,1,2,False,True,,2.8822200298309326,734,6
qwen3-max,alibaba,Q-231,P-026,abc,2,6,6,True,True,,1.908919095993042,693,6
qwen3-max,alibaba,Q-232,P-026,abc,2,12,7,False,True,,2.1758100986480713,712,6
qwen3-max,alibaba,Q-233,P-026,abc,2,1,1,True,True,,1.94173002243042,670,6
qwen3-max,alibaba,Q-234,P-026,abc,2,1,2,False,True,,2.259437084197998,751,6
qwen3-max,alibaba,Q-235,P-027,abc,2,6,4,False,True,,1.6195640563964844,692,6
qwen3-max,alibaba,Q-236,P-027,abc,2,12,8,False,True,,2.2676751613616943,692,6
qwen3-max,alibaba,Q-237,P-027,abc,2,D5,D5,True,True,,2.6813340187072754,721,7
qwen3-max,alibaba,Q-238,P-027,abc,2,D3,D3,True,True,,2.311643123626709,702,7
qwen3-max,alibaba,Q-239,P-027,abc,2,0.5,2,False,True,,3.0444791316986084,745,6
qwen3-max,alibaba,Q-240,P-027,abc,2,5,3,False,True,,2.180163860321045,704,6
qwen3-max,alibaba,Q-241,P-027,abc,2,5,0,False,True,,2.169806957244873,723,6
qwen3-max,alibaba,Q-242,P-027,abc,2,2,2,True,True,,2.200709104537964,681,6
qwen3-max,alibaba,Q-243,P-027,abc,2,0.5,2,False,True,,2.1346869468688965,762,6
qwen3-max,alibaba,Q-244,P-028,abc,2,3,3,True,True,,1.9262070655822754,680,6
qwen3-max,alibaba,Q-245,P-028,abc,2,8,5,False,True,,2.5961830615997314,680,6
qwen3-max,alibaba,Q-246,P-028,abc,2,A4,A4,True,True,,3.21235728263855,709,7
qwen3-max,alibaba,Q-247,P-028,abc,2,C3,"C,2",False,True,,2.3554351329803467,690,8
qwen3-max,alibaba,Q-248,P-028,abc,2,2,2,True,True,,2.0667572021484375,733,6
qwen3-max,alibaba,Q-249,P-028,abc,2,2,3,False,True,,2.67903995513916,692,6
qwen3-max,alibaba,Q-250,P-028,abc,2,2,7,False,True,,3.798737049102783,711,6
qwen3-max,alibaba,Q-251,P-028,abc,2,0,1,False,True,,1.772726058959961,669,6
qwen3-max,alibaba,Q-252,P-028,abc,2,2,4,False,True,,2.856572151184082,750,6
qwen3-max,alibaba,Q-253,P-029,abc,2,8,6,False,True,,1.8843121528625488,669,6
qwen3-max,alibaba,Q-254,P-029,abc,2,5,5,True,True,,2.1304080486297607,669,6
qwen3-max,alibaba,Q-255,P-029,abc,2,F5,F5,True,True,,1.9169530868530273,698,7
qwen3-max,alibaba,Q-256,P-029,abc,2,G3,C2,False,True,,2.2903659343719482,679,7
qwen3-max,alibaba,Q-257,P-029,abc,2,0.75,2,False,True,,2.926974058151245,722,6
qwen3-max,alibaba,Q-258,P-029,abc,2,3,3,True,True,,3.5154170989990234,681,6
qwen3-max,alibaba,Q-259,P-029,abc,2,1,0,False,True,,1.8656580448150635,700,6
qwen3-max,alibaba,Q-260,P-029,abc,2,0,0,True,True,,3.0871739387512207,658,6
qwen3-max,alibaba,Q-261,P-029,abc,2,0.25,1,False,True,,2.0687408447265625,739,6
qwen3-max,alibaba,Q-262,P-030,abc,2,6,6,True,True,,2.0217621326446533,669,6
qwen3-max,alibaba,Q-263,P-030,abc,2,3,3,True,True,,2.2640738487243652,669,6
qwen3-max,alibaba,Q-264,P-030,abc,2,D5,D4,False,True,,1.6456677913665771,698,7
qwen3-max,alibaba,Q-265,P-030,abc,2,F#3,F#2,False,True,,2.121913194656372,679,8
qwen3-max,alibaba,Q-266,P-030,abc,2,1,2,False,True,,2.1058671474456787,722,6
qwen3-max,alibaba,Q-267,P-030,abc,2,5,6,False,True,,3.265671968460083,681,6
qwen3-max,alibaba,Q-268,P-030,abc,2,1,2,False,True,,1.7909250259399414,700,6
qwen3-max,alibaba,Q-269,P-030,abc,2,2,2,True,True,,1.8519060611724854,658,6
qwen3-max,alibaba,Q-270,P-030,abc,2,0.5,2,False,True,,2.2974629402160645,739,6
qwen3-max,alibaba,Q-271,P-031,abc,2,10,4,False,True,,1.793212890625,697,6
qwen3-max,alibaba,Q-272,P-031,abc,2,8,4,False,True,,2.777433156967163,697,6
qwen3-max,alibaba,Q-273,P-031,abc,2,F#5,F4,False,True,,1.858705997467041,726,7
qwen3-max,alibaba,Q-274,P-031,abc,2,D2,"D,,2",True,True,,1.9031648635864258,707,8
qwen3-max,alibaba,Q-275,P-031,abc,2,0.5,1,False,True,,1.756546974182129,750,6
qwen3-max,alibaba,Q-276,P-031,abc,2,4,3,False,True,,2.32913875579834,709,6
qwen3-max,alibaba,Q-277,P-031,abc,2,5,5,True,True,,3.2899010181427,728,6
qwen3-max,alibaba,Q-278,P-031,abc,2,0,0,True,True,,2.0642311573028564,686,6
qwen3-max,alibaba,Q-279,P-031,abc,2,0.13,1,False,True,,4.2475550174713135,767,6
qwen3-max,alibaba,Q-280,P-032,abc,2,6,6,True,True,,1.6454558372497559,669,6
qwen3-max,alibaba,Q-281,P-032,abc,2,8,8,True,True,,1.852579116821289,669,6
qwen3-max,alibaba,Q-282,P-032,abc,2,C5,C5,True,True,,1.843231201171875,698,7
qwen3-max,alibaba,Q-283,P-032,abc,2,Eb3,E3,False,True,,2.173128128051758,679,7
qwen3-max,alibaba,Q-284,P-032,abc,2,1.25,2,False,True,,2.6788649559020996,722,6
qwen3-max,alibaba,Q-285,P-032,abc,2,3,3,True,True,,4.583304166793823,681,6
qwen3-max,alibaba,Q-286,P-032,abc,2,0,3,False,True,,2.334482192993164,700,6
qwen3-max,alibaba,Q-287,P-032,abc,2,0,0,True,True,,3.824608087539673,658,6
qwen3-max,alibaba,Q-288,P-032,abc,2,0.5,2,False,True,,2.162370204925537,739,6
qwen3-max,alibaba,Q-289,P-033,abc,2,18,14,False,True,,2.2892351150512695,724,7
qwen3-max,alibaba,Q-290,P-033,abc,2,14,16,False,True,,2.0039689540863037,724,7
qwen3-max,alibaba,Q-291,P-033,abc,2,F5,C5,False,True,,1.8247849941253662,753,7
qwen3-max,alibaba,Q-292,P-033,abc,2,F3,"B,1",False,True,,2.7457170486450195,734,8
qwen3-max,alibaba,Q-293,P-033,abc,2,1,2,False,True,,1.8610339164733887,777,6
qwen3-max,alibaba,Q-294,P-033,abc,2,6,5,False,True,,1.790226936340332,736,6
qwen3-max,alibaba,Q-295,P-033,abc,2,3,13,False,True,,1.924159049987793,755,7
qwen3-max,alibaba,Q-296,P-033,abc,2,2,3,False,True,,1.871039867401123,713,6
qwen3-max,alibaba,Q-297,P-033,abc,2,0.5,2,False,True,,2.5160109996795654,794,6
qwen3-max,alibaba,Q-298,P-034,abc,2,11,4,False,True,,3.9489028453826904,676,6
qwen3-max,alibaba,Q-299,P-034,abc,2,2,2,True,True,,1.8677351474761963,676,6
qwen3-max,alibaba,Q-300,P-034,abc,2,B4,B4,True,True,,2.051260232925415,705,7
qwen3-max,alibaba,Q-301,P-034,abc,2,F3,F2,False,True,,2.0718231201171875,686,7
qwen3-max,alibaba,Q-302,P-034,abc,2,1.5,2,False,True,,2.274887800216675,729,6
qwen3-max,alibaba,Q-303,P-034,abc,2,3,2,False,True,,2.061594247817993,688,6
qwen3-max,alibaba,Q-304,P-034,abc,2,1,2,False,True,,3.355458974838257,707,6
qwen3-max,alibaba,Q-305,P-034,abc,2,2,2,True,True,,3.239108085632324,665,6
qwen3-max,alibaba,Q-306,P-034,abc,2,0.5,0.33,False,True,,1.686302900314331,746,9
qwen3-max,alibaba,Q-307,P-035,abc,2,4,2,False,True,,1.8864781856536865,683,6
qwen3-max,alibaba,Q-308,P-035,abc,2,16,16,True,True,,2.1006879806518555,683,7
qwen3-max,alibaba,Q-309,P-035,abc,2,Bb5,B4,False,True,,2.1765379905700684,712,7
qwen3-max,alibaba,Q-310,P-035,abc,2,D3,D2,False,True,,2.982653856277466,693,7
qwen3-max,alibaba,Q-311,P-035,abc,2,1,4,False,True,,1.9688522815704346,736,6
qwen3-max,alibaba,Q-312,P-035,abc,2,2,2,True,True,,1.9978981018066406,695,6
qwen3-max,alibaba,Q-313,P-035,abc,2,15,12,False,True,,2.8448052406311035,714,7
qwen3-max,alibaba,Q-314,P-035,abc,2,2,2,True,True,,1.7267720699310303,672,6
qwen3-max,alibaba,Q-315,P-035,abc,2,1,4,False,True,,4.157698154449463,753,6
qwen3-max,alibaba,Q-316,P-036,abc,2,12,12,True,True,,3.497314929962158,698,7
qwen3-max,alibaba,Q-317,P-036,abc,2,10,10,True,True,,1.8306548595428467,698,7
qwen3-max,alibaba,Q-318,P-036,abc,2,Gb5,Gb4,False,True,,1.7865509986877441,727,7
qwen3-max,alibaba,Q-319,P-036,abc,2,Cb3,D2,False,True,,3.390615940093994,708,7
qwen3-max,alibaba,Q-320,P-036,abc,2,1.5,2,False,True,,2.888672113418579,751,6
qwen3-max,alibaba,Q-321,P-036,abc,2,5,5,True,True,,2.0627081394195557,710,6
qwen3-max,alibaba,Q-322,P-036,abc,2,3,10,False,True,,1.8546879291534424,729,7
qwen3-max,alibaba,Q-323,P-036,abc,2,0,1,False,True,,1.6499860286712646,687,6
qwen3-max,alibaba,Q-324,P-036,abc,2,0.25,1,False,True,,2.071263074874878,768,6
qwen3-max,alibaba,Q-325,P-037,abc,2,7,10,False,True,,2.269167900085449,702,7
qwen3-max,alibaba,Q-326,P-037,abc,2,18,7,False,True,,2.0702810287475586,702,6
qwen3-max,alibaba,Q-327,P-037,abc,2,G5,G5,True,True,,2.053285837173462,731,7
qwen3-max,alibaba,Q-328,P-037,abc,2,Bb2,Bb1,False,True,,1.8742809295654297,712,8
qwen3-max,alibaba,Q-329,P-037,abc,2,1,2,False,True,,1.8587000370025635,755,6
qwen3-max,alibaba,Q-330,P-037,abc,2,3,4,False,True,,1.8630321025848389,714,6
qwen3-max,alibaba,Q-331,P-037,abc,2,0,7,False,True,,2.060922145843506,733,6
qwen3-max,alibaba,Q-332,P-037,abc,2,2,2,True,True,,2.343367099761963,691,6
qwen3-max,alibaba,Q-333,P-037,abc,2,1,2,False,True,,6.706444978713989,772,6
qwen3-max,alibaba,Q-334,P-038,abc,2,4,8,False,True,,1.761559009552002,668,6
qwen3-max,alibaba,Q-335,P-038,abc,2,8,8,True,True,,4.531482219696045,668,6
qwen3-max,alibaba,Q-336,P-038,abc,2,Db5,Db5,True,True,,3.177250623703003,697,7
qwen3-max,alibaba,Q-337,P-038,abc,2,A3,A0,False,True,,3.2947189807891846,678,7
qwen3-max,alibaba,Q-338,P-038,abc,2,4,8,False,True,,2.2725539207458496,721,6
qwen3-max,alibaba,Q-339,P-038,abc,2,4,4,True,True,,2.624889850616455,680,6
qwen3-max,alibaba,Q-340,P-038,abc,2,1,7,False,True,,4.48549485206604,699,6
qwen3-max,alibaba,Q-341,P-038,abc,2,0,0,True,True,,4.6131370067596436,657,6
qwen3-max,alibaba,Q-342,P-038,abc,2,4,2,False,True,,2.062937021255493,738,6
qwen3-max,alibaba,Q-343,P-039,abc,2,4,8,False,True,,2.572711944580078,705,6
qwen3-max,alibaba,Q-344,P-039,abc,2,32,32,True,True,,2.1742327213287354,705,7
qwen3-max,alibaba,Q-345,P-039,abc,2,Bb5,Bb4,False,True,,1.8632707595825195,734,8
qwen3-max,alibaba,Q-346,P-039,abc,2,Bb2,Bb1,False,True,,2.065648078918457,715,8
qwen3-max,alibaba,Q-347,P-039,abc,2,2,4,False,True,,2.0652289390563965,758,6
qwen3-max,alibaba,Q-348,P-039,abc,2,4,3,False,True,,1.6390650272369385,717,6
qwen3-max,alibaba,Q-349,P-039,abc,2,14,13,False,True,,2.0727009773254395,736,7
qwen3-max,alibaba,Q-350,P-039,abc,2,1,4,False,True,,1.7951469421386719,694,6
qwen3-max,alibaba,Q-351,P-039,abc,2,1,4,False,True,,2.945279121398926,775,6
qwen3-max,alibaba,Q-352,P-040,abc,2,3,3,True,True,,1.7913360595703125,667,6
qwen3-max,alibaba,Q-353,P-040,abc,2,6,6,True,True,,2.1320199966430664,667,6
qwen3-max,alibaba,Q-354,P-040,abc,2,Ab4,Ab4,True,True,,2.883718967437744,696,7
qwen3-max,alibaba,Q-355,P-040,abc,2,D3,D2,False,True,,3.2622039318084717,677,7
qwen3-max,alibaba,Q-356,P-040,abc,2,3,3,True,True,,2.4211792945861816,720,6
qwen3-max,alibaba,Q-357,P-040,abc,2,3,3,True,True,,1.9387140274047852,679,6
qwen3-max,alibaba,Q-358,P-040,abc,2,3,7,False,True,,2.1264610290527344,698,6
qwen3-max,alibaba,Q-359,P-040,abc,2,0,0,True,True,,2.005807876586914,656,6
qwen3-max,alibaba,Q-360,P-040,abc,2,3,3,True,True,,1.8668560981750488,737,6
qwen3-max,alibaba,Q-361,P-041,abc,2,5,3,False,True,,2.173574209213257,672,6
qwen3-max,alibaba,Q-362,P-041,abc,2,13,12,False,True,,2.1397581100463867,672,7
qwen3-max,alibaba,Q-363,P-041,abc,2,G5,G4,False,True,,2.6685380935668945,701,7
qwen3-max,alibaba,Q-364,P-041,abc,2,D4,G3,False,True,,2.918017864227295,682,7
qwen3-max,alibaba,Q-365,P-041,abc,2,1,4,False,True,,1.706063985824585,725,6
qwen3-max,alibaba,Q-366,P-041,abc,2,5,3,False,True,,2.486600160598755,684,6
qwen3-max,alibaba,Q-367,P-041,abc,2,2,17,False,True,,2.2022080421447754,703,7
qwen3-max,alibaba,Q-368,P-041,abc,2,2,2,True,True,,2.065587043762207,661,6
qwen3-max,alibaba,Q-369,P-041,abc,2,1,1,True,True,,2.1790621280670166,742,6
qwen3-max,alibaba,Q-379,P-042,abc,2,4,4,True,True,,2.054705858230591,672,6
qwen3-max,alibaba,Q-380,P-042,abc,2,6,6,True,True,,1.9523987770080566,672,6
qwen3-max,alibaba,Q-381,P-042,abc,2,A5,A5,True,True,,2.0770070552825928,701,7
qwen3-max,alibaba,Q-382,P-042,abc,2,D#4,D3,False,True,,2.0680651664733887,682,7
qwen3-max,alibaba,Q-383,P-042,abc,2,0.5,2,False,True,,1.8602471351623535,725,6
qwen3-max,alibaba,Q-384,P-042,abc,2,3,3,True,True,,2.0875420570373535,684,6
qwen3-max,alibaba,Q-385,P-042,abc,2,2,2,True,True,,3.479750156402588,703,6
qwen3-max,alibaba,Q-386,P-042,abc,2,2,6,False,True,,2.7739078998565674,661,6
qwen3-max,alibaba,Q-387,P-042,abc,2,0.25,0.25,True,True,,2.9340360164642334,742,9
qwen3-max,alibaba,Q-388,P-043,abc,2,5,6,False,True,,2.218618154525757,668,6
qwen3-max,alibaba,Q-389,P-043,abc,2,12,7,False,True,,1.7630648612976074,668,6
qwen3-max,alibaba,Q-390,P-043,abc,2,B3,B3,True,True,,3.291208028793335,697,7
qwen3-max,alibaba,Q-391,P-043,abc,2,G#3,G#1,False,True,,1.8372488021850586,678,8
qwen3-max,alibaba,Q-392,P-043,abc,2,1,2,False,True,,2.6994259357452393,721,6
qwen3-max,alibaba,Q-393,P-043,abc,2,3,3,True,True,,1.7446348667144775,680,6
qwen3-max,alibaba,Q-394,P-043,abc,2,5,0,False,True,,1.972679853439331,699,6
qwen3-max,alibaba,Q-395,P-043,abc,2,0,0,True,True,,2.6482009887695312,657,6
qwen3-max,alibaba,Q-396,P-043,abc,2,1,1,True,True,,1.6720240116119385,738,6
qwen3-max,alibaba,Q-397,P-044,abc,2,4,4,True,True,,2.0770978927612305,673,6
qwen3-max,alibaba,Q-398,P-044,abc,2,9,8,False,True,,2.0688600540161133,673,6
qwen3-max,alibaba,Q-399,P-044,abc,2,C#5,C5,False,True,,4.936294078826904,702,7
qwen3-max,alibaba,Q-400,P-044,abc,2,A3,"A,1",False,True,,2.268789291381836,683,8
qwen3-max,alibaba,Q-401,P-044,abc,2,3,3,True,True,,1.855942964553833,726,6
qwen3-max,alibaba,Q-402,P-044,abc,2,4,3,False,True,,1.8593168258666992,685,6
qwen3-max,alibaba,Q-403,P-044,abc,2,5,7,False,True,,2.2720229625701904,704,6
qwen3-max,alibaba,Q-404,P-044,abc,2,0,0,True,True,,2.283215045928955,662,6
qwen3-max,alibaba,Q-405,P-044,abc,2,3,3,True,True,,2.467137098312378,743,6
qwen3-max,alibaba,Q-406,P-045,abc,2,5,6,False,True,,4.319123983383179,682,6
qwen3-max,alibaba,Q-407,P-045,abc,2,12,12,True,True,,2.881243944168091,682,7
qwen3-max,alibaba,Q-408,P-045,abc,2,F#4,F#4,True,True,,2.4704430103302,711,8
qwen3-max,alibaba,Q-409,P-045,abc,2,G3,G#2,False,True,,2.47637677192688,692,8
qwen3-max,alibaba,Q-410,P-045,abc,2,0.75,0.67,False,True,,2.2688639163970947,735,9
qwen3-max,alibaba,Q-411,P-045,abc,2,3,3,True,True,,2.273477077484131,694,6
qwen3-max,alibaba,Q-412,P-045,abc,2,15,10,False,True,,2.882972240447998,713,7
qwen3-max,alibaba,Q-413,P-045,abc,2,0,0,True,True,,3.243232011795044,671,6
qwen3-max,alibaba,Q-414,P-045,abc,2,0.75,0.75,True,True,,3.5464260578155518,752,9
qwen3-max,alibaba,Q-001,P-001,abc,3,16,16,True,True,,3.2874491214752197,681,7
qwen3-max,alibaba,Q-002,P-001,abc,3,8,9,False,True,,2.0803236961364746,681,6
qwen3-max,alibaba,Q-003,P-001,abc,3,F5,F4,False,True,,2.740393877029419,710,7
qwen3-max,alibaba,Q-004,P-001,abc,3,F4,C3,False,True,,2.0154361724853516,691,7
qwen3-max,alibaba,Q-005,P-001,abc,3,1.5,1,False,True,,2.044577121734619,734,6
qwen3-max,alibaba,Q-006,P-001,abc,3,5,4,False,True,,3.971134901046753,693,6
qwen3-max,alibaba,Q-007,P-001,abc,3,1,5,False,True,,1.9223198890686035,712,6
qwen3-max,alibaba,Q-008,P-001,abc,3,0,0,True,True,,1.9416189193725586,670,6
qwen3-max,alibaba,Q-009,P-001,abc,3,0.25,1,False,True,,3.0925188064575195,751,6
qwen3-max,alibaba,Q-010,P-002,abc,3,24,7,False,True,,1.8610761165618896,692,6
qwen3-max,alibaba,Q-011,P-002,abc,3,2,2,True,True,,2.267533779144287,692,6
qwen3-max,alibaba,Q-012,P-002,abc,3,E5,D5,False,True,,2.4784750938415527,721,7
qwen3-max,alibaba,Q-013,P-002,abc,3,F3,F2,False,True,,2.0640649795532227,702,7
qwen3-max,alibaba,Q-014,P-002,abc,3,0.33,1,False,True,,1.7550058364868164,745,6
qwen3-max,alibaba,Q-015,P-002,abc,3,3,3,True,True,,4.61561393737793,704,6
qwen3-max,alibaba,Q-016,P-002,abc,3,2,0,False,True,,1.8728790283203125,723,6
qwen3-max,alibaba,Q-017,P-002,abc,3,4,4,True,True,,3.494899034500122,681,6
qwen3-max,alibaba,Q-018,P-002,abc,3,0.33,0.33,True,True,,1.7511038780212402,762,9
qwen3-max,alibaba,Q-019,P-003,abc,3,0,0,True,True,,2.3858087062835693,655,6
qwen3-max,alibaba,Q-020,P-003,abc,3,1,1,True,True,,2.2738280296325684,655,6
qwen3-max,alibaba,Q-021,P-003,abc,3,G5,G4,False,True,,2.8786561489105225,684,7
